feedback_id,order_id,customer_id,rating,feedback_text,feedback_category,sentiment,feedback_date
1307363.0,1491991005.0,52215833.0,3.0,Very disappointed with the quality.,Product Quality,Negative,2024-03-04
1930153.0,4136019599.0,74179536.0,4.0,"Excellent quality, will buy again!",App Experience,Positive,2024-03-23
5614682.0,2122832513.0,55028958.0,1.0,Customer service was not helpful.,Customer Service,Negative,2024-02-17
6784407.0,3717703595.0,88965399.0,4.0,"Excellent quality, will buy again!",Delivery,Positive,2023-04-24
2013422.0,3194733693.0,21866852.0,4.0,The product met my expectations.,Product Quality,Neutral,2023-07-05
344048.0,4471162437.0,27971619.0,4.0,"It was okay, nothing special.",App Experience,Neutral,2024-02-06
3089818.0,1609331948.0,8791577.0,3.0,"It was okay, nothing special.",Product Quality,Neutral,2024-01-04
5340615.0,6920030794.0,70372270.0,3.0,The packaging was poor.,Customer Service,Negative,2024-06-24
8229982.0,5127172657.0,32293017.0,4.0,"Overall good experience, thank you!",Product Quality,Positive,2024-06-11
2195625.0,8607115856.0,15931134.0,4.0,The product met my expectations.,Customer Service,Neutral,2023-10-09
4371570.0,7154957395.0,60700850.0,3.0,"It was okay, nothing special.",App Experience,Neutral,2023-04-09
7289033.0,2070762702.0,34761418.0,4.0,"Excellent quality, will buy again!",Product Quality,Positive,2023-10-04
2978291.0,3697242439.0,99361865.0,3.0,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-10-15
9074696.0,3063427913.0,75984768.0,4.0,"Excellent quality, will buy again!",Customer Service,Positive,2023-09-21
4994827.0,2060061337.0,29272253.0,1.0,Customer service was not helpful.,App Experience,Negative,2023-04-15
1932712.0,4625892678.0,80371626.0,1.0,The packaging was poor.,Delivery,Negative,2023-06-18
5568145.0,6045698170.0,666589.0,5.0,Great prices and fast delivery!,Delivery,Positive,2024-01-24
8266029.0,7876289647.0,98858383.0,4.0,The product met my expectations.,Delivery,Neutral,2024-08-07
7621707.0,3434084714.0,46836361.0,4.0,Highly recommended!,Product Quality,Positive,2024-02-02
545267.0,9031695663.0,94730288.0,2.0,The packaging was poor.,App Experience,Negative,2024-01-17
2056599.0,1955989715.0,77862447.0,4.0,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-12-27
2265740.0,3459500455.0,16379942.0,4.0,Great prices and fast delivery!,Customer Service,Positive,2023-12-18
2438008.0,5953376503.0,79169760.0,5.0,Customer service was very helpful.,Customer Service,Positive,2024-05-25
7517891.0,121874867.0,94529626.0,5.0,"Overall good experience, thank you!",Delivery,Positive,2023-03-28
5506466.0,2460545397.0,42872865.0,3.0,The product met my expectations.,Product Quality,Neutral,2024-10-27
9785308.0,9690050839.0,55803572.0,4.0,The product met my expectations.,App Experience,Neutral,2024-01-13
3562195.0,2574349065.0,51547198.0,4.0,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-04-17
1736546.0,2461936988.0,14428954.0,5.0,"Overall good experience, thank you!",App Experience,Positive,2023-07-20
8067827.0,6447596416.0,76987910.0,4.0,Good selection of products.,Customer Service,Positive,2023-10-08
5597699.0,7228452275.0,42262168.0,2.0,Product was damaged during delivery.,App Experience,Negative,2023-05-13
7041781.0,6696750742.0,5277675.0,5.0,"Overall good experience, thank you!",App Experience,Positive,2023-04-02
2333633.0,822235931.0,44410149.0,4.0,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2023-08-09
8661092.0,7678251499.0,17805991.0,2.0,Taste was not as expected.,Product Quality,Negative,2023-04-23
6765334.0,2497341976.0,9097480.0,1.0,Not worth the price I paid.,App Experience,Negative,2023-09-21
1452437.0,9107314128.0,79591237.0,2.0,I had a bad experience.,App Experience,Negative,2024-05-20
1280305.0,9855726256.0,8651281.0,4.0,"Excellent quality, will buy again!",App Experience,Positive,2023-05-17
2395160.0,9398719862.0,14991661.0,1.0,Customer service was not helpful.,Delivery,Negative,2024-07-19
5664217.0,379494532.0,9650263.0,5.0,Very happy with the service!,Customer Service,Positive,2024-07-07
9261384.0,1048784963.0,58942207.0,4.0,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-09-07
2930893.0,4386246924.0,69632084.0,3.0,Very disappointed with the quality.,Delivery,Negative,2024-08-27
7046969.0,2050362692.0,79991320.0,3.0,The product met my expectations.,Customer Service,Neutral,2024-10-30
29533.0,4142963293.0,34567918.0,4.0,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-11-03
5840376.0,9753528654.0,61522288.0,3.0,The product met my expectations.,Product Quality,Neutral,2024-07-26
1755551.0,8126970833.0,14161586.0,4.0,"Average experience, could improve.",Delivery,Neutral,2024-09-14
6078718.0,9747814712.0,16359370.0,5.0,"Overall good experience, thank you!",Product Quality,Positive,2023-12-16
6559425.0,6281619403.0,77921718.0,5.0,"Overall good experience, thank you!",Customer Service,Positive,2023-04-09
4075651.0,436184281.0,78614729.0,2.0,Taste was not as expected.,App Experience,Negative,2023-11-20
4329893.0,9799231260.0,22077605.0,4.0,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-03-07
6376860.0,4071811527.0,66023110.0,4.0,Will definitely order again.,Customer Service,Positive,2023-07-26
4848501.0,5645359563.0,87160527.0,2.0,Delivery was late and I was unhappy.,App Experience,Negative,2024-08-08
3953251.0,9411813703.0,62600289.0,3.0,Items were missing from my order.,Delivery,Negative,2023-09-25
9293552.0,4270217473.0,54580166.0,4.0,The product met my expectations.,Customer Service,Neutral,2024-02-01
9483364.0,279851011.0,12967305.0,3.0,"Average experience, could improve.",Delivery,Neutral,2023-04-11
5154122.0,6260524887.0,57081917.0,5.0,Great prices and fast delivery!,Delivery,Positive,2024-06-01
1883777.0,5853998391.0,94453274.0,3.0,Very disappointed with the quality.,Delivery,Negative,2023-09-08
4156770.0,9931976872.0,8955057.0,2.0,Delivery was late and I was unhappy.,Delivery,Negative,2024-06-24
6999355.0,8432209832.0,90346920.0,4.0,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-03-20
8680329.0,6023721507.0,8791577.0,4.0,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-04-07
3483069.0,3042338919.0,76212152.0,3.0,"It was okay, nothing special.",Delivery,Neutral,2023-05-17
3662619.0,233646065.0,16379942.0,4.0,"Average experience, could improve.",Delivery,Neutral,2023-09-19
4364701.0,9870610018.0,94033330.0,2.0,Customer service was not helpful.,Product Quality,Negative,2024-02-08
4844693.0,1398230967.0,46876240.0,1.0,The packaging was poor.,App Experience,Negative,2024-04-22
1300567.0,8615488922.0,92209869.0,4.0,Very fresh and well-packaged.,Product Quality,Positive,2023-11-04
5430155.0,2748841057.0,33544355.0,3.0,The product met my expectations.,Delivery,Neutral,2023-12-30
3233069.0,1375867721.0,4862761.0,1.0,Customer service was not helpful.,Delivery,Negative,2024-07-15
3246894.0,8595141097.0,96511007.0,4.0,Will definitely order again.,Product Quality,Positive,2024-03-31
6084184.0,4673382071.0,21784094.0,3.0,"Average experience, could improve.",Delivery,Neutral,2024-01-16
8458237.0,2948696008.0,51872499.0,2.0,Customer service was not helpful.,Customer Service,Negative,2024-04-10
5909067.0,6839692624.0,64497538.0,1.0,I had a bad experience.,Delivery,Negative,2023-11-19
929702.0,5770951298.0,75510747.0,5.0,Items were in perfect condition.,Delivery,Positive,2023-10-02
6892019.0,5084771819.0,6344345.0,4.0,The product met my expectations.,App Experience,Neutral,2024-08-29
6001815.0,422403644.0,56548063.0,2.0,The packaging was poor.,App Experience,Negative,2023-05-27
3856968.0,7176758896.0,18394558.0,4.0,"It was okay, nothing special.",Delivery,Neutral,2023-07-13
7342761.0,8252905093.0,42589311.0,5.0,Great prices and fast delivery!,Customer Service,Positive,2024-04-21
6301325.0,1488561572.0,75928073.0,4.0,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-08-27
175550.0,6212984517.0,72702075.0,4.0,Will definitely order again.,Customer Service,Positive,2024-03-16
3584525.0,6309784337.0,26250082.0,2.0,Delivery was late and I was unhappy.,Delivery,Negative,2024-05-06
4434255.0,4613890018.0,53538932.0,4.0,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-10-24
2332501.0,3429728472.0,64017365.0,3.0,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-03-31
529507.0,267738904.0,63368244.0,5.0,"Overall good experience, thank you!",Product Quality,Positive,2023-10-24
3049810.0,3850416839.0,57081917.0,4.0,"Average experience, could improve.",App Experience,Neutral,2024-07-01
5808553.0,3412702479.0,86479284.0,4.0,"Overall good experience, thank you!",App Experience,Positive,2023-12-24
2917013.0,2016183232.0,44928499.0,4.0,"Excellent quality, will buy again!",Customer Service,Positive,2023-07-19
1159860.0,3810280204.0,84361534.0,4.0,"Delivery was fine, but the product could be better.",App Experience,Neutral,2023-10-26
8809496.0,2416767295.0,767523.0,3.0,The packaging was poor.,Customer Service,Negative,2024-07-05
2694712.0,2283439407.0,46623192.0,2.0,Delivery was late and I was unhappy.,Delivery,Negative,2023-07-14
7498417.0,4328802292.0,9738801.0,4.0,"Average experience, could improve.",Delivery,Neutral,2023-06-14
3262730.0,7072715691.0,74195536.0,4.0,"Average experience, could improve.",Delivery,Neutral,2023-12-25
6773414.0,5640741373.0,90298394.0,3.0,I had a bad experience.,Delivery,Negative,2024-05-10
7171637.0,6931094066.0,17159117.0,3.0,"Average experience, could improve.",Product Quality,Neutral,2023-11-15
3283932.0,3417088709.0,62629494.0,4.0,Will definitely order again.,Product Quality,Positive,2024-05-30
8199864.0,4424404315.0,9274874.0,4.0,"Overall good experience, thank you!",Product Quality,Positive,2023-07-16
945453.0,2444087306.0,56250563.0,5.0,Items were in perfect condition.,Delivery,Positive,2023-07-28
5730680.0,486085268.0,51040116.0,5.0,Items were in perfect condition.,Customer Service,Positive,2023-12-11
113770.0,1731312620.0,49795571.0,3.0,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2023-05-08
8086727.0,6475582506.0,82529927.0,5.0,Very happy with the service!,Delivery,Positive,2023-09-23
3180619.0,1868581378.0,93198324.0,2.0,Items were missing from my order.,Product Quality,Negative,2024-03-29
5525089.0,8884235937.0,20298398.0,5.0,Very fresh and well-packaged.,Product Quality,Positive,2024-08-09
478239.0,4590662628.0,87200291.0,3.0,Not worth the price I paid.,Customer Service,Negative,2024-01-10
2088092.0,992302540.0,32203588.0,2.0,The packaging was poor.,Delivery,Negative,2023-11-26
4421485.0,7169974633.0,59110513.0,4.0,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-10-16
3129645.0,6703651257.0,93198324.0,2.0,Delivery was late and I was unhappy.,Delivery,Negative,2024-01-17
8616443.0,7180810221.0,20940403.0,3.0,"It was okay, nothing special.",Delivery,Neutral,2023-09-10
1002741.0,7875587578.0,60967677.0,1.0,Delivery was late and I was unhappy.,Customer Service,Negative,2024-07-15
5232827.0,2578671497.0,76218218.0,4.0,"It was okay, nothing special.",Product Quality,Neutral,2024-01-25
716244.0,6284350691.0,57207678.0,4.0,"Overall good experience, thank you!",Product Quality,Positive,2024-06-20
1801673.0,5383261788.0,34588087.0,4.0,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2023-10-18
4393080.0,6590867973.0,56441247.0,5.0,Items were in perfect condition.,Product Quality,Positive,2023-11-20
9347337.0,8787105023.0,81822935.0,4.0,"Excellent quality, will buy again!",Delivery,Positive,2024-05-07
6585928.0,1402916311.0,14275043.0,5.0,Good selection of products.,Customer Service,Positive,2024-04-23
4929568.0,9715205272.0,52409516.0,2.0,Items were missing from my order.,Product Quality,Negative,2024-10-21
6959173.0,3946852375.0,96253172.0,3.0,Customer service was not helpful.,Product Quality,Negative,2024-07-04
7611885.0,3367039425.0,86050297.0,3.0,"It was okay, nothing special.",App Experience,Neutral,2024-03-10
1795388.0,687711388.0,52757321.0,5.0,Great prices and fast delivery!,App Experience,Positive,2024-02-02
6105898.0,647012431.0,34281470.0,2.0,Not worth the price I paid.,Customer Service,Negative,2024-06-16
2468637.0,7143278295.0,50557979.0,5.0,Great prices and fast delivery!,Product Quality,Positive,2024-02-13
1423073.0,9736844695.0,31978160.0,5.0,Will definitely order again.,Delivery,Positive,2024-04-09
4632185.0,5933289680.0,5751638.0,3.0,Not worth the price I paid.,Product Quality,Negative,2023-12-07
4420247.0,9494303116.0,98858383.0,4.0,Will definitely order again.,Product Quality,Positive,2024-07-21
4072221.0,9337878102.0,9987182.0,3.0,"Average experience, could improve.",Delivery,Neutral,2023-05-16
7824497.0,6872621077.0,77128325.0,3.0,Taste was not as expected.,Customer Service,Negative,2023-09-14
4309566.0,7330237253.0,28428852.0,3.0,"Average experience, could improve.",Product Quality,Neutral,2023-12-07
701482.0,7942616242.0,33685414.0,2.0,Delivery was late and I was unhappy.,Product Quality,Negative,2023-09-30
4755342.0,238520071.0,77320193.0,2.0,Delivery was late and I was unhappy.,Product Quality,Negative,2024-02-20
8051225.0,5812379362.0,46504355.0,4.0,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2023-08-05
7506282.0,2616623847.0,49915498.0,3.0,"It was okay, nothing special.",Delivery,Neutral,2024-01-19
683291.0,2040854480.0,40392019.0,5.0,Will definitely order again.,Delivery,Positive,2023-12-10
7247315.0,5456484560.0,62600289.0,2.0,Taste was not as expected.,Delivery,Negative,2024-09-26
4065348.0,883309006.0,71229024.0,4.0,"It was okay, nothing special.",App Experience,Neutral,2024-04-09
5741563.0,6528341992.0,64497538.0,4.0,"It was okay, nothing special.",Product Quality,Neutral,2024-01-29
6518834.0,3263203775.0,44888581.0,1.0,Not worth the price I paid.,Product Quality,Negative,2024-09-28
9298983.0,3660010934.0,83577942.0,1.0,Not worth the price I paid.,Delivery,Negative,2024-01-31
473292.0,7944885043.0,1683786.0,5.0,Very happy with the service!,Customer Service,Positive,2024-05-26
4246558.0,2506369831.0,1529180.0,4.0,"Average experience, could improve.",Delivery,Neutral,2023-06-16
6116226.0,697061213.0,91196901.0,3.0,The product met my expectations.,Delivery,Neutral,2023-03-25
4431634.0,7079057004.0,1507408.0,3.0,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-09-30
5379697.0,1556153632.0,67215939.0,4.0,The product met my expectations.,App Experience,Neutral,2024-05-04
8770972.0,2161235338.0,38902882.0,5.0,Good selection of products.,App Experience,Positive,2024-04-12
5156705.0,1247978468.0,97484394.0,1.0,The order was incorrect.,Customer Service,Negative,2024-07-19
7404702.0,5437627061.0,58505903.0,4.0,"Average experience, could improve.",Customer Service,Neutral,2024-08-22
2831845.0,9091960039.0,13455530.0,3.0,Product was damaged during delivery.,Product Quality,Negative,2024-02-11
2332666.0,619198317.0,81906973.0,4.0,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-11-20
8562721.0,9833179291.0,90372221.0,3.0,Taste was not as expected.,App Experience,Negative,2023-05-04
1943750.0,4148760273.0,93122847.0,5.0,Very happy with the service!,Product Quality,Positive,2024-05-22
207462.0,7206041763.0,74694186.0,4.0,Very fresh and well-packaged.,Product Quality,Positive,2023-05-30
3150233.0,690097648.0,2684440.0,2.0,Taste was not as expected.,App Experience,Negative,2023-12-27
2778967.0,4197061567.0,52757321.0,5.0,Great prices and fast delivery!,Customer Service,Positive,2024-02-04
3748731.0,2009394836.0,55056284.0,5.0,Customer service was very helpful.,App Experience,Positive,2023-10-24
1796172.0,277502363.0,88203688.0,3.0,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-12-28
6220082.0,4356959622.0,38709137.0,3.0,The order was incorrect.,Delivery,Negative,2024-01-16
8509910.0,174306009.0,87457446.0,4.0,Items were in perfect condition.,Delivery,Positive,2024-08-09
2601837.0,9582674091.0,34237583.0,4.0,"It was okay, nothing special.",Delivery,Neutral,2024-08-16
3182946.0,8675579025.0,44409533.0,4.0,"Average experience, could improve.",Delivery,Neutral,2024-07-06
936864.0,5195999941.0,52757321.0,4.0,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-07-19
6375482.0,5210007923.0,97507853.0,3.0,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2024-10-01
5904785.0,6595771960.0,45700473.0,2.0,I had a bad experience.,Delivery,Negative,2023-04-05
8521960.0,4247338382.0,34853377.0,5.0,Very fresh and well-packaged.,Product Quality,Positive,2023-12-05
7041516.0,819143326.0,88324928.0,4.0,The product met my expectations.,App Experience,Neutral,2024-01-10
6157435.0,3830844750.0,23996221.0,2.0,The packaging was poor.,Delivery,Negative,2023-08-06
1247723.0,1687314172.0,82425179.0,4.0,Good selection of products.,App Experience,Positive,2024-03-13
5700999.0,6756007265.0,80850753.0,4.0,"Average experience, could improve.",Product Quality,Neutral,2023-07-27
6222962.0,489762747.0,19482392.0,3.0,Items were missing from my order.,Customer Service,Negative,2024-09-27
3619827.0,7509195875.0,42723554.0,4.0,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2023-11-26
6486974.0,2370917070.0,5763963.0,1.0,I had a bad experience.,App Experience,Negative,2023-07-25
8510571.0,2055388266.0,119099.0,4.0,Good selection of products.,Product Quality,Positive,2023-06-23
7820768.0,8969304162.0,43052303.0,2.0,The packaging was poor.,Customer Service,Negative,2023-10-12
3379880.0,5412674107.0,88111697.0,4.0,"It was okay, nothing special.",Product Quality,Neutral,2024-10-06
7036036.0,1536516619.0,15631726.0,4.0,Items were in perfect condition.,Product Quality,Positive,2023-11-25
7899107.0,3858907413.0,89910157.0,2.0,The packaging was poor.,Customer Service,Negative,2023-07-27
8194084.0,4976389251.0,79478655.0,4.0,Customer service was very helpful.,Product Quality,Positive,2023-09-05
1887717.0,2218319201.0,40587811.0,4.0,"Average experience, could improve.",Customer Service,Neutral,2024-11-01
9010621.0,6729422433.0,68159723.0,3.0,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2023-07-19
4669199.0,1354097448.0,98687927.0,4.0,"Excellent quality, will buy again!",Product Quality,Positive,2023-06-21
5068146.0,8952275304.0,81174361.0,3.0,Very disappointed with the quality.,App Experience,Negative,2024-08-31
5560971.0,436603801.0,54619715.0,5.0,Very fresh and well-packaged.,Product Quality,Positive,2023-12-28
1893053.0,5273875984.0,9278983.0,4.0,Highly recommended!,Customer Service,Positive,2023-05-31
5234515.0,9290203003.0,21573815.0,3.0,"Average experience, could improve.",Delivery,Neutral,2024-04-01
580986.0,6240982373.0,91243571.0,2.0,Taste was not as expected.,App Experience,Negative,2023-04-26
8455467.0,2718348206.0,5763963.0,4.0,"It was okay, nothing special.",Delivery,Neutral,2023-11-08
2007716.0,4903544026.0,57331847.0,4.0,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-05-11
9708237.0,2827266949.0,93675757.0,5.0,Very happy with the service!,Delivery,Positive,2024-09-17
4227603.0,4278423074.0,67708491.0,4.0,Highly recommended!,Product Quality,Positive,2023-12-17
654227.0,645916247.0,76857266.0,2.0,Taste was not as expected.,App Experience,Negative,2023-10-10
7114455.0,5816647866.0,81420960.0,4.0,"Average experience, could improve.",Product Quality,Neutral,2024-09-26
3148730.0,7282397914.0,97825663.0,3.0,"Average experience, could improve.",App Experience,Neutral,2024-07-14
4637528.0,3260611473.0,12832151.0,2.0,The packaging was poor.,Customer Service,Negative,2024-02-06
8730252.0,8638163868.0,87718744.0,2.0,Items were missing from my order.,Delivery,Negative,2023-06-07
6060670.0,177850987.0,51174875.0,3.0,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-11-07
4844650.0,9653859166.0,32987624.0,3.0,Items were missing from my order.,App Experience,Negative,2023-03-16
9745124.0,9991338690.0,98444183.0,1.0,Taste was not as expected.,Delivery,Negative,2024-07-29
7548113.0,1714593246.0,27698051.0,4.0,"Average experience, could improve.",App Experience,Neutral,2024-10-20
5623901.0,9742461226.0,34095555.0,4.0,"It was okay, nothing special.",Customer Service,Neutral,2024-01-01
1033430.0,3314393477.0,55170753.0,3.0,The product met my expectations.,Product Quality,Neutral,2024-10-26
390761.0,4188317986.0,42366724.0,4.0,The product met my expectations.,Customer Service,Neutral,2023-03-20
4859714.0,1646665366.0,51387106.0,2.0,Taste was not as expected.,Delivery,Negative,2024-07-26
7224389.0,9558804585.0,82700270.0,4.0,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-03-15
2957775.0,9047652469.0,71902700.0,4.0,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-08-05
1861939.0,2893800377.0,57892837.0,4.0,The product met my expectations.,Delivery,Neutral,2024-03-22
8506288.0,6139157985.0,88517890.0,3.0,Taste was not as expected.,Product Quality,Negative,2024-02-03
6192529.0,6029394789.0,7591711.0,2.0,Taste was not as expected.,Product Quality,Negative,2023-04-30
1618838.0,5874940276.0,38875754.0,3.0,Product was damaged during delivery.,Product Quality,Negative,2024-04-11
