product_id,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level
361361.0,Biscuits,Snacks & Munchies,"Kunda, Dave and Sahni",826.21,1271.09,35.0,90.0,20.0,64.0
291238.0,Chocolates,Snacks & Munchies,"Sinha, Pau and Chhabra",746.03,1147.74,35.0,90.0,16.0,68.0
654623.0,Chips,Snacks & Munchies,Pradhan and Sons,422.14,649.45,35.0,90.0,18.0,76.0
313754.0,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",136.6,210.15,35.0,90.0,25.0,67.0
563740.0,Chips,Snacks & Munchies,Mann-Kapadia,96.33,148.2,35.0,90.0,20.0,61.0
378230.0,Nuts,Snacks & Munchies,Kala-Vig,166.42,256.03,35.0,90.0,13.0,76.0
658389.0,Popcorn,Snacks & Munchies,"Chanda, Som and Vohra",152.55,234.69,35.0,90.0,22.0,68.0
990993.0,Chocolates,Snacks & Munchies,Guha-Subramaniam,263.7,405.69,35.0,90.0,22.0,61.0
762527.0,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",690.08,1061.66,35.0,90.0,23.0,71.0
952168.0,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",236.95,364.54,35.0,90.0,28.0,79.0
542300.0,Popcorn,Snacks & Munchies,Gulati-Tandon,255.35,392.85,35.0,90.0,11.0,66.0
602241.0,Nuts,Snacks & Munchies,Bahl-Pau,976.55,1502.38,35.0,90.0,12.0,75.0
587420.0,Cookies,Snacks & Munchies,Raj and Sons,357.42,549.88,35.0,90.0,22.0,50.0
491521.0,Nuts,Snacks & Munchies,Karpe Inc,556.35,855.92,35.0,90.0,28.0,98.0
914071.0,Chips,Snacks & Munchies,Datta Ltd,296.94,456.83,35.0,90.0,25.0,90.0
832348.0,Biscuits,Snacks & Munchies,Jani-Ram,831.43,1279.12,35.0,90.0,10.0,79.0
567671.0,Biscuits,Snacks & Munchies,Nagar LLC,418.48,643.82,35.0,90.0,12.0,90.0
481843.0,Chocolates,Snacks & Munchies,"Taneja, Kala and Kota",297.68,457.97,35.0,90.0,10.0,88.0
991434.0,Cookies,Snacks & Munchies,Mital-Oza,237.62,365.57,35.0,90.0,12.0,87.0
540618.0,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90.0,28.0,87.0
319388.0,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,657.8,939.71,30.0,180.0,26.0,56.0
171602.0,Cola,Cold Drinks & Juices,Pal-Sehgal,883.44,1262.06,30.0,180.0,28.0,58.0
60619.0,Iced Tea,Cold Drinks & Juices,Bhasin LLC,726.41,1037.73,30.0,180.0,10.0,97.0
962591.0,Orange Juice,Cold Drinks & Juices,Murthy-Kaul,130.01,185.73,30.0,180.0,24.0,74.0
107548.0,Cola,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",891.6,1273.71,30.0,180.0,27.0,53.0
687218.0,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall and Gola",317.82,454.03,30.0,180.0,22.0,58.0
328457.0,Mango Drink,Cold Drinks & Juices,Hayre-Shere,858.57,1226.53,30.0,180.0,12.0,76.0
194682.0,Iced Tea,Cold Drinks & Juices,Sastry-Issac,912.29,1303.27,30.0,180.0,11.0,86.0
681063.0,Mango Drink,Cold Drinks & Juices,Dass and Sons,321.28,458.97,30.0,180.0,20.0,91.0
679321.0,Cola,Cold Drinks & Juices,Khurana-Dewan,738.46,1054.94,30.0,180.0,20.0,68.0
300159.0,Cola,Cold Drinks & Juices,"Basu, Rout and Mistry",44.35,63.36,30.0,180.0,20.0,93.0
378287.0,Lemonade,Cold Drinks & Juices,Ramesh-Jain,332.84,475.49,30.0,180.0,22.0,51.0
118820.0,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",12.32,17.6,30.0,180.0,12.0,61.0
667163.0,Orange Juice,Cold Drinks & Juices,Palla LLC,441.2,630.29,30.0,180.0,25.0,72.0
228286.0,Cola,Cold Drinks & Juices,Bhattacharyya PLC,179.08,255.83,30.0,180.0,26.0,79.0
561860.0,Orange Juice,Cold Drinks & Juices,Gupta Ltd,874.78,1249.69,30.0,180.0,21.0,90.0
712003.0,Cola,Cold Drinks & Juices,"Karan, Bandi and Acharya",671.68,959.54,30.0,180.0,30.0,54.0
712307.0,Orange Juice,Cold Drinks & Juices,Chana LLC,264.89,378.41,30.0,180.0,16.0,73.0
513199.0,Cola,Cold Drinks & Juices,Rastogi Inc,422.23,603.19,30.0,180.0,26.0,52.0
962054.0,Orange Juice,Cold Drinks & Juices,Toor-Nagar,16.86,24.09,30.0,180.0,11.0,74.0
378676.0,Orange Juice,Cold Drinks & Juices,Baral-Kamdar,881.42,1259.17,30.0,180.0,19.0,65.0
890232.0,Mango Drink,Cold Drinks & Juices,Jha Group,432.0,617.14,30.0,180.0,20.0,91.0
532965.0,Frozen Pizza,Instant & Frozen Food,Sachdev Inc,307.23,512.05,40.0,180.0,20.0,94.0
365132.0,Instant Noodles,Instant & Frozen Food,Dar-Kumar,229.38,382.3,40.0,180.0,19.0,70.0
689769.0,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta,46.62,77.7,40.0,180.0,17.0,51.0
969851.0,Frozen Vegetables,Instant & Frozen Food,"Kara, Sodhi and Bassi",340.66,567.77,40.0,180.0,27.0,64.0
305754.0,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde,979.99,1633.32,40.0,180.0,22.0,81.0
398340.0,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni",651.93,1086.55,40.0,180.0,11.0,56.0
491314.0,Ice Cream,Instant & Frozen Food,Banerjee Inc,973.44,1622.4,40.0,180.0,11.0,71.0
33955.0,Frozen Pizza,Instant & Frozen Food,Baral Group,186.08,310.13,40.0,180.0,29.0,84.0
470449.0,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,827.77,1379.62,40.0,180.0,27.0,57.0
954722.0,Ice Cream,Instant & Frozen Food,Mohan-Virk,616.45,1027.42,40.0,180.0,11.0,58.0
623234.0,Frozen Biryani,Instant & Frozen Food,Chakrabarti-Batra,329.79,549.65,40.0,180.0,13.0,72.0
131937.0,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180.0,18.0,68.0
606256.0,Frozen Biryani,Instant & Frozen Food,Agate Ltd,369.28,615.47,40.0,180.0,16.0,57.0
652118.0,Frozen Biryani,Instant & Frozen Food,Agate and Sons,22.04,36.73,40.0,180.0,19.0,55.0
187399.0,Frozen Pizza,Instant & Frozen Food,Chauhan Inc,53.49,89.15,40.0,180.0,14.0,73.0
925482.0,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,475.04,791.73,40.0,180.0,23.0,66.0
611575.0,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer",482.06,803.43,40.0,180.0,25.0,87.0
621677.0,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,317.8,529.67,40.0,180.0,15.0,71.0
306177.0,Frozen Biryani,Instant & Frozen Food,Som Inc,769.24,1282.07,40.0,180.0,11.0,54.0
272170.0,Ice Cream,Instant & Frozen Food,Purohit Group,140.8,234.67,40.0,180.0,10.0,92.0
721521.0,Rice,Grocery & Staples,"Ramanathan, Agarwal and Baria",417.39,491.05,15.0,365.0,20.0,72.0
692985.0,Pulses,Grocery & Staples,"Wable, Sankaran and Hari",197.39,232.22,15.0,365.0,30.0,86.0
487931.0,Sugar,Grocery & Staples,"Bahl, Jaggi and Nath",709.08,834.21,15.0,365.0,27.0,68.0
901144.0,Sugar,Grocery & Staples,Deo-Kamdar,340.36,400.42,15.0,365.0,12.0,71.0
764014.0,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",612.04,720.05,15.0,365.0,30.0,100.0
53833.0,Rice,Grocery & Staples,Tella-Master,134.69,158.46,15.0,365.0,26.0,89.0
876139.0,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365.0,14.0,83.0
903336.0,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",551.88,649.27,15.0,365.0,14.0,60.0
120532.0,Wheat Flour,Grocery & Staples,Nazareth Ltd,697.53,820.62,15.0,365.0,29.0,95.0
945635.0,Pulses,Grocery & Staples,Balasubramanian PLC,778.9,916.35,15.0,365.0,16.0,59.0
760684.0,Rice,Grocery & Staples,Kanda-Gupta,71.6,84.24,15.0,365.0,14.0,64.0
354409.0,Pulses,Grocery & Staples,Bose-Pandit,325.08,382.45,15.0,365.0,24.0,60.0
937542.0,Wheat Flour,Grocery & Staples,Khurana and Sons,97.04,114.16,15.0,365.0,28.0,93.0
490602.0,Sugar,Grocery & Staples,Raghavan Inc,549.47,646.44,15.0,365.0,20.0,71.0
131136.0,Salt,Grocery & Staples,Deshpande-Rama,37.8,44.47,15.0,365.0,29.0,95.0
287070.0,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",443.17,521.38,15.0,365.0,20.0,93.0
679865.0,Wheat Flour,Grocery & Staples,Memon-Barad,347.91,409.31,15.0,365.0,14.0,85.0
317242.0,Pulses,Grocery & Staples,Rastogi Group,198.15,233.12,15.0,365.0,22.0,63.0
644847.0,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",622.81,732.72,15.0,365.0,24.0,52.0
327290.0,Sugar,Grocery & Staples,Nadkarni Inc,862.28,1014.45,15.0,365.0,22.0,65.0
993331.0,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",102.44,120.52,15.0,365.0,28.0,86.0
807452.0,Pulses,Grocery & Staples,Naik Ltd,144.19,169.64,15.0,365.0,27.0,61.0
451933.0,Wheat Flour,Grocery & Staples,Nadig Ltd,568.94,669.34,15.0,365.0,28.0,98.0
461804.0,Sugar,Grocery & Staples,"Ghose, Ben and Divan",310.69,365.52,15.0,365.0,15.0,97.0
36412.0,Dish Soap,Household Care,Muni-Shankar,397.68,530.24,25.0,365.0,27.0,92.0
94225.0,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",77.11,102.81,25.0,365.0,13.0,70.0
704868.0,Detergent,Household Care,"Parikh, Oak and Kara",193.46,257.95,25.0,365.0,24.0,58.0
18035.0,Dish Soap,Household Care,Ramesh Inc,968.94,1291.92,25.0,365.0,12.0,87.0
435929.0,Toilet Cleaner,Household Care,Memon Ltd,856.89,1142.52,25.0,365.0,13.0,71.0
820541.0,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",576.22,768.29,25.0,365.0,19.0,71.0
552496.0,Dish Soap,Household Care,Dhar PLC,508.0,677.33,25.0,365.0,17.0,59.0
455755.0,Detergent,Household Care,Mangal-Sathe,44.09,58.79,25.0,365.0,23.0,53.0
91670.0,Dish Soap,Household Care,Barman-Ahluwalia,439.24,585.65,25.0,365.0,27.0,88.0
336847.0,Toilet Cleaner,Household Care,"Dayal, Mammen and More",936.98,1249.31,25.0,365.0,17.0,55.0
144124.0,Detergent,Household Care,Lalla-Srinivasan,162.67,216.89,25.0,365.0,11.0,82.0
747801.0,Toilet Cleaner,Household Care,Saha-Vora,277.76,370.35,25.0,365.0,23.0,71.0
589812.0,Detergent,Household Care,Bir PLC,163.03,217.37,25.0,365.0,22.0,52.0
677542.0,Toilet Cleaner,Household Care,Thaman-Lanka,212.61,283.48,25.0,365.0,10.0,52.0
604184.0,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",397.55,530.07,25.0,365.0,24.0,84.0
697683.0,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",123.74,164.99,25.0,365.0,14.0,82.0
894539.0,Dish Soap,Household Care,"Pall, Sule and Sood",445.48,593.97,25.0,365.0,14.0,93.0
739534.0,Toilet Cleaner,Household Care,"Gera, Narang and Karpe",994.56,1326.08,25.0,365.0,14.0,59.0
968887.0,Dish Soap,Household Care,Keer-Gill,40.7,54.27,25.0,365.0,18.0,92.0
709916.0,Detergent,Household Care,Varkey LLC,33.76,45.01,25.0,365.0,30.0,88.0
739448.0,Dish Soap,Household Care,Mand-Choudhry,755.66,1007.55,25.0,365.0,24.0,79.0
700048.0,Dish Soap,Household Care,Khalsa-Bhavsar,141.28,188.37,25.0,365.0,25.0,98.0
897083.0,Detergent,Household Care,Dutta-Halder,972.69,1296.92,25.0,365.0,10.0,100.0
448752.0,Toilet Cleaner,Household Care,Batta-Doctor,160.07,213.43,25.0,365.0,23.0,96.0
365133.0,Dish Soap,Household Care,Hans Inc,915.45,1220.6,25.0,365.0,25.0,60.0
133542.0,Detergent,Household Care,Edwin-Lall,68.49,91.32,25.0,365.0,21.0,72.0
767398.0,Dish Soap,Household Care,"Arya, Sundaram and Pingle",22.14,29.52,25.0,365.0,15.0,57.0
863930.0,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",242.57,373.18,35.0,365.0,26.0,72.0
473647.0,Toothpaste,Personal Care,Ben-Ravi,43.05,66.23,35.0,365.0,18.0,82.0
9436.0,Toothpaste,Personal Care,Naidu PLC,88.43,136.05,35.0,365.0,19.0,76.0
385113.0,Lotion,Personal Care,"Sampath, Mane and Mody",816.38,1255.97,35.0,365.0,21.0,50.0
112390.0,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",877.98,1350.74,35.0,365.0,23.0,85.0
647462.0,Lotion,Personal Care,"Balan, Samra and Sekhon",326.42,502.18,35.0,365.0,22.0,64.0
34200.0,Lotion,Personal Care,Munshi-Grewal,319.8,492.0,35.0,365.0,19.0,75.0
753354.0,Shampoo,Personal Care,Sant-Mahajan,423.56,651.63,35.0,365.0,20.0,52.0
490939.0,Lotion,Personal Care,"Roy, Barad and De",80.25,123.46,35.0,365.0,12.0,67.0
672059.0,Toothpaste,Personal Care,Kaur-Gola,672.73,1034.97,35.0,365.0,25.0,81.0
803607.0,Soap,Personal Care,"Kadakia, Mohan and Sathe",949.73,1461.12,35.0,365.0,21.0,98.0
124290.0,Lotion,Personal Care,Sachdev Group,39.65,61.0,35.0,365.0,23.0,71.0
140489.0,Soap,Personal Care,"Biswas, Kapoor and Patel",650.2,1000.31,35.0,365.0,28.0,95.0
799688.0,Lotion,Personal Care,Arora LLC,309.62,476.34,35.0,365.0,22.0,90.0
859361.0,Shampoo,Personal Care,Mitter Group,432.39,665.22,35.0,365.0,25.0,77.0
492958.0,Lotion,Personal Care,Acharya PLC,84.2,129.54,35.0,365.0,26.0,88.0
63769.0,Lotion,Personal Care,Dalal-Shan,878.07,1350.88,35.0,365.0,27.0,69.0
684939.0,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",727.95,1119.92,35.0,365.0,22.0,50.0
219598.0,Shampoo,Personal Care,Arora-Magar,367.08,564.74,35.0,365.0,28.0,83.0
140154.0,Shampoo,Personal Care,Malhotra LLC,171.2,263.38,35.0,365.0,24.0,59.0
449106.0,Soap,Personal Care,"Shere, Thakur and Naik",48.55,74.69,35.0,365.0,30.0,95.0
256051.0,Lotion,Personal Care,"Mannan, Naidu and Sama",400.92,616.8,35.0,365.0,17.0,100.0
615545.0,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365.0,20.0,67.0
366066.0,Soap,Personal Care,Mandal LLC,918.58,1413.2,35.0,365.0,16.0,52.0
600767.0,Toothpaste,Personal Care,Balan Group,722.42,1111.42,35.0,365.0,22.0,68.0
784827.0,Baby Wipes,Baby Care,Balakrishnan Ltd,274.25,391.79,30.0,365.0,26.0,77.0
6405.0,Baby Food,Baby Care,Kashyap-Reddy,236.51,337.87,30.0,365.0,11.0,81.0
853932.0,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365.0,21.0,94.0
970529.0,Diapers,Baby Care,"Kurian, Patla and Sanghvi",827.44,1182.06,30.0,365.0,19.0,84.0
51036.0,Baby Food,Baby Care,Karnik PLC,931.61,1330.87,30.0,365.0,12.0,86.0
820973.0,Baby Wipes,Baby Care,Lall LLC,114.52,163.6,30.0,365.0,29.0,56.0
367391.0,Baby Wipes,Baby Care,Talwar and Sons,939.55,1342.21,30.0,365.0,18.0,52.0
433521.0,Diapers,Baby Care,Mahal Group,321.33,459.04,30.0,365.0,27.0,58.0
927651.0,Baby Wipes,Baby Care,Narula Group,426.72,609.6,30.0,365.0,15.0,60.0
930284.0,Baby Food,Baby Care,"Garg, Saraf and Dutta",189.47,270.67,30.0,365.0,20.0,58.0
4452.0,Baby Wipes,Baby Care,Morar-Mistry,169.88,242.69,30.0,365.0,27.0,100.0
82484.0,Baby Food,Baby Care,Mallick PLC,914.88,1306.97,30.0,365.0,12.0,73.0
440875.0,Baby Wipes,Baby Care,Loyal Inc,275.03,392.9,30.0,365.0,15.0,80.0
432617.0,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365.0,17.0,97.0
953175.0,Baby Food,Baby Care,Sehgal-Nagarajan,225.21,321.73,30.0,365.0,11.0,73.0
57405.0,Baby Food,Baby Care,Srinivas PLC,607.67,868.1,30.0,365.0,21.0,64.0
707935.0,Cat Food,Pet Care,"Anne, Mammen and Khatri",820.9,1262.92,35.0,365.0,30.0,97.0
942001.0,Cat Food,Pet Care,Acharya Ltd,671.55,1033.15,35.0,365.0,20.0,84.0
585299.0,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",799.46,1229.94,35.0,365.0,13.0,50.0
120385.0,Pet Treats,Pet Care,Dubey-Sarin,597.91,919.86,35.0,365.0,28.0,73.0
52729.0,Cat Food,Pet Care,Saini LLC,316.02,486.18,35.0,365.0,25.0,100.0
661577.0,Cat Food,Pet Care,Majumdar PLC,720.95,1109.15,35.0,365.0,28.0,95.0
951463.0,Pet Treats,Pet Care,Balakrishnan-Kaur,787.4,1211.38,35.0,365.0,16.0,82.0
373536.0,Dog Food,Pet Care,Chauhan-Sabharwal,494.17,760.26,35.0,365.0,14.0,64.0
243235.0,Cat Food,Pet Care,Batta Inc,109.03,167.74,35.0,365.0,14.0,71.0
564692.0,Cat Food,Pet Care,"Krishna, Bail and Dyal",215.65,331.77,35.0,365.0,25.0,82.0
131748.0,Dog Food,Pet Care,"Shroff, Wason and Dugar",81.35,125.15,35.0,365.0,30.0,53.0
256783.0,Pet Treats,Pet Care,"Basu, Thakur and Rege",906.54,1394.68,35.0,365.0,16.0,98.0
186168.0,Dog Food,Pet Care,"Parekh, Lad and Kadakia",878.8,1352.0,35.0,365.0,13.0,75.0
537274.0,Pet Treats,Pet Care,Lal-Chauhan,702.71,1081.09,35.0,365.0,17.0,67.0
525531.0,Dog Food,Pet Care,Sandal PLC,831.1,1278.62,35.0,365.0,28.0,65.0
913428.0,Pet Treats,Pet Care,Narayanan-Kumar,392.22,603.42,35.0,365.0,30.0,98.0
757274.0,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",98.32,151.26,35.0,365.0,27.0,95.0
726958.0,Cat Food,Pet Care,Doctor-Patla,887.48,1365.35,35.0,365.0,18.0,79.0
642612.0,Pet Treats,Pet Care,Pillay-Ahuja,517.03,795.43,35.0,365.0,16.0,57.0
613942.0,Pet Treats,Pet Care,"Dyal, Saraf and Goel",545.0,838.46,35.0,365.0,28.0,72.0
784673.0,Dog Food,Pet Care,Ramanathan Group,491.39,755.98,35.0,365.0,21.0,84.0
425341.0,Pet Treats,Pet Care,"Mani, Dhar and Muni",486.28,748.12,35.0,365.0,21.0,68.0
771228.0,Pet Treats,Pet Care,Raja and Sons,83.18,127.97,35.0,365.0,25.0,73.0
760828.0,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",563.45,866.85,35.0,365.0,23.0,93.0
723678.0,Dog Food,Pet Care,"Lall, Datta and Swamy",675.46,1039.17,35.0,365.0,14.0,97.0
451812.0,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",530.85,663.56,20.0,365.0,29.0,63.0
677169.0,Cough Syrup,Pharmacy,Char-Divan,261.03,326.29,20.0,365.0,12.0,77.0
274207.0,Cough Syrup,Pharmacy,"Savant, Batta and Mander",328.51,410.64,20.0,365.0,25.0,51.0
706112.0,Vitamins,Pharmacy,"Magar, Gara and Garg",478.79,598.49,20.0,365.0,12.0,77.0
557908.0,Vitamins,Pharmacy,Sundaram Inc,942.37,1177.96,20.0,365.0,14.0,53.0
587645.0,Vitamins,Pharmacy,"Sura, Pillay and Mammen",801.81,1002.26,20.0,365.0,18.0,90.0
837480.0,Cough Syrup,Pharmacy,Edwin and Sons,217.4,271.75,20.0,365.0,22.0,82.0
566052.0,Pain Reliever,Pharmacy,"Apte, Soman and Raju",87.3,109.12,20.0,365.0,14.0,53.0
137909.0,Cough Syrup,Pharmacy,Dalal PLC,864.3,1080.37,20.0,365.0,23.0,65.0
