campaign_id,campaign_name,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas
510301.0,Festival Offer,All,App,5744.0,207.0,47.0,1966.98,3566.39,2.67
258760.0,Flash Sale,New Users,App,4130.0,779.0,89.0,1741.85,5487.39,1.56
678723.0,Membership Drive,Inactive,SMS,7316.0,950.0,54.0,1650.8,5407.95,2.13
490727.0,Category Promotion,Premium,SMS,7583.0,501.0,30.0,4937.7,8031.55,1.93
378426.0,App Push Notification,Premium,App,2155.0,719.0,70.0,2233.21,6322.5,3.82
158279.0,Email Campaign,New Users,Email,3245.0,443.0,30.0,1970.09,8773.38,3.74
57394.0,Referral Program,All,App,3328.0,377.0,75.0,3212.25,3778.57,1.74
633088.0,New User Discount,Premium,Email,3832.0,930.0,26.0,2133.42,3655.75,2.51
827451.0,Weekend Special,All,SMS,6494.0,422.0,30.0,2744.72,4665.13,3.49
221166.0,Festival Offer,New Users,Email,2851.0,712.0,99.0,1415.72,7808.19,3.09
581436.0,Flash Sale,Premium,App,2489.0,543.0,54.0,1101.24,8701.2,3.65
399972.0,Membership Drive,All,Email,5187.0,741.0,58.0,1185.35,2169.17,3.73
467912.0,Category Promotion,All,SMS,3949.0,486.0,87.0,4568.63,9613.16,1.87
928724.0,App Push Notification,New Users,Email,8668.0,660.0,36.0,3904.68,2757.27,3.05
639165.0,Email Campaign,Inactive,SMS,1771.0,226.0,98.0,2154.4,8055.52,1.74
270413.0,Referral Program,All,Email,1377.0,278.0,43.0,2165.16,4371.9,3.85
652845.0,New User Discount,All,SMS,4258.0,162.0,45.0,2098.74,8237.05,2.49
159675.0,Weekend Special,Inactive,Email,2239.0,183.0,85.0,1183.89,9661.81,3.17
89176.0,Festival Offer,All,SMS,1666.0,508.0,20.0,3586.46,3395.18,3.25
294030.0,Flash Sale,Inactive,App,1679.0,965.0,57.0,1452.05,6109.1,3.05
448860.0,Membership Drive,New Users,Email,2775.0,396.0,33.0,4290.98,8723.84,2.1
618403.0,Category Promotion,Inactive,App,1153.0,198.0,99.0,3455.94,4935.65,1.84
795975.0,App Push Notification,Inactive,SMS,6100.0,642.0,66.0,3409.53,9276.19,2.56
453312.0,Email Campaign,New Users,App,1618.0,301.0,32.0,3165.37,7731.79,2.61
468423.0,Referral Program,New Users,Email,1927.0,298.0,96.0,2617.58,9553.44,3.03
359366.0,New User Discount,All,Email,1685.0,999.0,46.0,1055.61,4223.44,1.55
69903.0,Weekend Special,Inactive,App,1085.0,706.0,41.0,4118.41,3837.05,2.72
613932.0,Festival Offer,Premium,App,4726.0,709.0,59.0,3577.71,3104.01,1.94
992886.0,Flash Sale,Premium,Email,9194.0,537.0,42.0,2925.63,3760.51,1.66
380809.0,Membership Drive,Inactive,Email,3122.0,496.0,84.0,2365.57,2572.69,3.47
509178.0,Category Promotion,Premium,Social Media,6487.0,644.0,48.0,3457.17,2472.34,1.62
794495.0,App Push Notification,New Users,App,3049.0,634.0,58.0,2093.96,7406.66,2.9
880379.0,Email Campaign,All,App,2399.0,335.0,41.0,4785.81,9369.74,2.39
561555.0,Referral Program,All,Social Media,4881.0,102.0,89.0,4549.44,8205.53,1.93
530223.0,New User Discount,Inactive,App,8865.0,176.0,27.0,1137.88,6799.15,2.54
495008.0,Weekend Special,Premium,SMS,7698.0,120.0,100.0,4992.5,3353.4,2.3
565307.0,Festival Offer,Premium,SMS,1600.0,241.0,72.0,4917.53,7945.34,1.82
842270.0,Flash Sale,Inactive,SMS,9800.0,758.0,53.0,3310.25,8683.82,2.47
737765.0,Membership Drive,New Users,SMS,9214.0,909.0,48.0,3400.97,9608.9,3.65
521471.0,Category Promotion,All,SMS,2315.0,704.0,100.0,4403.4,9400.79,3.16
42263.0,App Push Notification,Inactive,Email,1723.0,258.0,81.0,1558.93,8570.27,2.02
664981.0,Email Campaign,New Users,Social Media,1002.0,705.0,63.0,3599.79,4311.79,4.0
887586.0,Referral Program,Inactive,Social Media,3797.0,149.0,50.0,3393.94,6539.92,3.45
408371.0,New User Discount,New Users,App,7239.0,579.0,61.0,4575.26,6288.51,3.88
993186.0,Weekend Special,Premium,Email,2258.0,513.0,75.0,2383.71,5454.96,2.39
762331.0,Festival Offer,Inactive,App,5882.0,577.0,19.0,4474.48,4596.52,2.79
209173.0,Flash Sale,Premium,Email,8130.0,137.0,18.0,1715.46,9959.51,2.33
903905.0,Membership Drive,Inactive,App,6268.0,973.0,15.0,3117.62,8722.31,2.13
668975.0,Category Promotion,New Users,App,5437.0,972.0,80.0,4583.85,7105.69,1.59
680570.0,App Push Notification,Inactive,Email,7010.0,202.0,34.0,1599.34,7806.21,2.99
192501.0,Email Campaign,Inactive,Email,4970.0,343.0,53.0,1947.23,9461.87,3.41
982430.0,Referral Program,Premium,Email,5429.0,795.0,82.0,2842.37,4914.0,2.81
698056.0,New User Discount,All,App,3144.0,877.0,18.0,3704.05,3732.06,2.59
941069.0,Weekend Special,New Users,Social Media,5133.0,389.0,70.0,2318.95,4311.21,2.18
602540.0,Festival Offer,Inactive,App,6569.0,620.0,64.0,3218.48,2901.45,2.69
575585.0,Flash Sale,Inactive,App,8501.0,258.0,57.0,2437.64,8650.4,2.45
552893.0,Membership Drive,Inactive,Social Media,9012.0,259.0,38.0,1598.76,2093.56,2.33
882671.0,Category Promotion,Inactive,Email,7685.0,540.0,47.0,2199.05,4937.69,1.83
729422.0,App Push Notification,Inactive,Social Media,1753.0,984.0,16.0,4052.53,6151.03,1.59
315890.0,Email Campaign,New Users,SMS,7736.0,953.0,70.0,2749.84,5113.71,3.28
242619.0,Referral Program,Inactive,Social Media,3112.0,391.0,48.0,4882.83,3755.92,3.74
457841.0,New User Discount,New Users,SMS,8261.0,557.0,54.0,2599.3,3748.91,1.63
334424.0,Weekend Special,Inactive,SMS,6370.0,604.0,70.0,3516.78,2866.2,3.1
489132.0,Festival Offer,New Users,Social Media,4553.0,469.0,12.0,2363.94,6845.16,2.18
554438.0,Flash Sale,All,Social Media,7358.0,367.0,41.0,2165.36,2312.68,3.34
204191.0,Membership Drive,All,Social Media,9385.0,492.0,43.0,1921.19,9824.3,3.58
586930.0,Category Promotion,Inactive,Social Media,7577.0,598.0,15.0,2804.3,9402.79,3.65
814199.0,App Push Notification,New Users,SMS,8240.0,341.0,50.0,4191.03,6688.85,2.37
871629.0,Email Campaign,All,App,2233.0,547.0,27.0,4199.36,5655.15,3.56
697944.0,Referral Program,Inactive,App,4653.0,188.0,51.0,2303.42,4678.46,3.09
776669.0,New User Discount,Inactive,App,6516.0,252.0,34.0,4332.69,7080.93,3.26
845527.0,Weekend Special,Inactive,Social Media,9587.0,810.0,77.0,1323.74,3364.59,1.71
932133.0,Festival Offer,All,Email,6955.0,317.0,78.0,3341.07,5741.39,3.73
130164.0,Flash Sale,Premium,Social Media,6347.0,665.0,75.0,3934.71,4725.54,1.63
547470.0,Membership Drive,Premium,SMS,9964.0,465.0,33.0,2695.95,3392.76,3.53
530361.0,Category Promotion,Inactive,Email,8285.0,530.0,29.0,3909.95,5650.29,2.03
181070.0,App Push Notification,Inactive,SMS,7265.0,110.0,22.0,2495.46,8618.53,1.94
27596.0,Email Campaign,Premium,Social Media,2648.0,898.0,24.0,3747.0,7410.91,2.99
518109.0,Referral Program,Premium,SMS,3803.0,207.0,42.0,1671.16,5232.93,3.47
980545.0,New User Discount,Premium,SMS,6378.0,149.0,31.0,4974.32,9771.12,1.73
963463.0,Weekend Special,New Users,Email,8974.0,479.0,39.0,1741.34,7019.71,2.03
362162.0,Festival Offer,Premium,SMS,4976.0,562.0,79.0,1855.65,2736.38,3.13
837030.0,Flash Sale,All,SMS,9348.0,397.0,30.0,4546.79,8518.37,3.77
533144.0,Membership Drive,Inactive,App,7432.0,627.0,23.0,1618.63,8290.49,3.9
942737.0,Category Promotion,Premium,SMS,9433.0,593.0,61.0,1670.95,5415.89,1.99
8328.0,App Push Notification,All,Email,3212.0,747.0,63.0,3964.61,7024.84,2.44
446559.0,Email Campaign,All,Email,4395.0,786.0,53.0,1766.03,4554.83,1.68
929421.0,Referral Program,All,Social Media,7680.0,829.0,81.0,1652.23,2181.47,3.94
415106.0,New User Discount,All,SMS,5143.0,930.0,88.0,4882.61,2535.36,1.71
38153.0,Weekend Special,All,App,7842.0,559.0,20.0,1927.22,8434.35,2.15
523833.0,Festival Offer,All,SMS,9486.0,347.0,43.0,1686.15,5813.55,3.61
170461.0,Flash Sale,New Users,SMS,2952.0,393.0,38.0,4037.84,4531.27,3.74
109449.0,Membership Drive,Premium,App,8414.0,748.0,63.0,2195.8,3019.02,2.4
687130.0,Category Promotion,All,Email,4330.0,822.0,31.0,1104.8,6592.8,2.55
479853.0,App Push Notification,Premium,SMS,6870.0,227.0,92.0,4219.18,4713.09,2.5
683250.0,Email Campaign,Inactive,Email,8382.0,926.0,37.0,1921.49,6651.93,2.88
794159.0,Referral Program,Inactive,Social Media,3200.0,998.0,79.0,1614.98,4026.68,2.57
593428.0,New User Discount,New Users,SMS,1554.0,121.0,97.0,2667.73,6000.11,3.88
579105.0,Weekend Special,New Users,Social Media,7754.0,920.0,41.0,2335.89,4374.42,3.55
494867.0,Festival Offer,New Users,Social Media,4586.0,977.0,87.0,2372.56,3816.48,3.11
972242.0,Flash Sale,New Users,App,2553.0,551.0,51.0,4591.88,6236.89,2.52
762572.0,Membership Drive,All,Social Media,6285.0,971.0,52.0,3257.45,2757.61,1.98
736483.0,Category Promotion,Premium,Email,8086.0,938.0,23.0,4006.13,8109.27,3.31
822872.0,App Push Notification,Inactive,SMS,3595.0,244.0,72.0,3807.41,4183.31,2.13
444700.0,Email Campaign,New Users,App,3648.0,917.0,65.0,1167.11,9601.21,3.35
382659.0,Referral Program,Premium,App,6139.0,355.0,77.0,4850.15,5703.32,3.53
911817.0,New User Discount,New Users,App,2358.0,459.0,76.0,3039.4,3814.89,1.78
977198.0,Weekend Special,Premium,Social Media,1311.0,828.0,21.0,3593.2,8054.46,1.84
338461.0,Festival Offer,Inactive,App,8837.0,717.0,85.0,2017.25,6910.97,3.49
490083.0,Flash Sale,New Users,App,8394.0,490.0,95.0,1419.59,2756.89,3.38
538898.0,Membership Drive,New Users,App,1025.0,971.0,57.0,1872.13,3381.51,3.61
570365.0,Category Promotion,Inactive,Social Media,5313.0,591.0,76.0,1187.93,7750.31,2.17
71028.0,App Push Notification,Inactive,App,9195.0,547.0,39.0,3435.03,9024.93,3.14
914119.0,Email Campaign,New Users,Email,7683.0,319.0,37.0,4746.76,5034.95,3.8
277306.0,Referral Program,Premium,Social Media,2064.0,390.0,12.0,1312.97,4952.09,1.65
992859.0,New User Discount,Inactive,SMS,6077.0,157.0,29.0,4324.59,3798.75,3.78
38680.0,Weekend Special,Premium,App,6986.0,769.0,13.0,2756.39,3006.93,2.15
627466.0,Festival Offer,Inactive,SMS,6475.0,330.0,17.0,3389.57,6934.82,1.94
721480.0,Flash Sale,Premium,App,4621.0,846.0,89.0,2010.23,4857.76,2.62
463470.0,Membership Drive,Premium,Email,4866.0,843.0,10.0,2036.43,9742.66,1.54
611505.0,Category Promotion,Inactive,Social Media,7936.0,927.0,82.0,4318.97,7069.93,3.56
978930.0,App Push Notification,New Users,SMS,1465.0,194.0,75.0,1536.67,6191.95,3.76
408445.0,Email Campaign,New Users,App,2312.0,487.0,68.0,2525.56,9208.83,2.82
848590.0,Referral Program,Inactive,Email,9067.0,787.0,93.0,1057.25,9577.92,3.12
942963.0,New User Discount,Inactive,Email,3217.0,359.0,12.0,1361.43,8734.81,1.51
94992.0,Weekend Special,All,App,7529.0,547.0,79.0,4082.14,2765.4,3.46
34191.0,Festival Offer,Inactive,Social Media,3138.0,724.0,13.0,1622.33,7683.62,3.58
358462.0,Flash Sale,Inactive,App,4765.0,411.0,60.0,2277.77,6766.63,3.26
511991.0,Membership Drive,All,SMS,9683.0,100.0,92.0,2353.78,4471.61,2.95
234036.0,Category Promotion,Inactive,SMS,2176.0,167.0,57.0,4239.19,8603.76,1.62
460964.0,App Push Notification,All,SMS,5570.0,150.0,37.0,2175.55,2538.18,2.74
562835.0,Email Campaign,All,SMS,3914.0,241.0,25.0,3267.78,3558.02,1.95
569002.0,Referral Program,Premium,Social Media,5481.0,759.0,55.0,4609.27,3819.5,3.26
686645.0,New User Discount,All,Social Media,4109.0,649.0,86.0,2389.82,9766.72,3.23
914931.0,Weekend Special,New Users,Social Media,5724.0,877.0,67.0,3027.31,3345.95,2.02
843274.0,Festival Offer,Premium,Social Media,1034.0,968.0,58.0,4438.6,2588.21,3.86
308911.0,Flash Sale,New Users,Social Media,4919.0,661.0,63.0,4818.43,5003.95,2.67
320610.0,Membership Drive,All,SMS,5174.0,376.0,81.0,3036.37,4448.69,3.69
487151.0,Category Promotion,All,Social Media,3416.0,685.0,98.0,4018.36,2170.94,2.3
390634.0,App Push Notification,Premium,Email,8930.0,361.0,94.0,1510.67,4795.86,3.29
411434.0,Email Campaign,Inactive,Email,3597.0,149.0,48.0,4273.24,5148.84,2.75
929630.0,Referral Program,New Users,Email,3344.0,810.0,88.0,2786.73,7608.13,3.25
786085.0,New User Discount,New Users,Social Media,9878.0,792.0,84.0,1995.07,5772.9,2.48
874058.0,Weekend Special,Inactive,App,4890.0,929.0,100.0,3933.1,7013.19,3.75
336128.0,Festival Offer,Premium,Email,5261.0,475.0,32.0,1902.86,8899.39,1.82
957007.0,Flash Sale,Premium,Email,7155.0,454.0,51.0,1727.08,5407.31,2.75
148522.0,Membership Drive,All,Social Media,7279.0,693.0,93.0,4386.41,9441.08,2.27
479381.0,Category Promotion,Premium,Email,5884.0,689.0,14.0,2415.08,3067.78,2.57
197209.0,App Push Notification,Premium,SMS,1558.0,415.0,49.0,2979.87,3609.89,2.93
391697.0,Email Campaign,Inactive,Email,8221.0,910.0,13.0,1357.64,4046.13,2.87
614584.0,Referral Program,All,SMS,6749.0,792.0,24.0,4576.84,5500.51,3.45
142389.0,New User Discount,All,SMS,3365.0,963.0,12.0,3397.73,7077.5,2.86
289397.0,Weekend Special,All,App,8092.0,974.0,18.0,1253.01,4088.11,3.03
171934.0,Festival Offer,Premium,SMS,8092.0,327.0,52.0,2546.42,3189.71,2.96
690497.0,Flash Sale,All,Email,9841.0,105.0,95.0,4278.17,7796.05,3.51
432807.0,Membership Drive,New Users,App,7336.0,160.0,53.0,2485.13,3512.87,1.97
167425.0,Category Promotion,New Users,App,7572.0,763.0,87.0,2233.11,6294.83,2.14
808905.0,App Push Notification,New Users,App,6174.0,472.0,59.0,2242.83,6950.51,3.39
71699.0,Email Campaign,Premium,SMS,3743.0,573.0,68.0,3512.16,7812.0,3.02
652119.0,Referral Program,New Users,App,8629.0,951.0,23.0,4036.51,9053.65,2.71
618967.0,New User Discount,New Users,App,1582.0,975.0,96.0,1487.46,7566.78,3.96
284634.0,Weekend Special,New Users,App,3803.0,465.0,55.0,1690.55,5220.23,2.0
139196.0,Festival Offer,All,Email,8047.0,726.0,47.0,2066.11,7037.37,3.56
487782.0,Flash Sale,New Users,Email,1732.0,919.0,93.0,3754.68,4181.59,2.94
33956.0,Membership Drive,Inactive,Social Media,9818.0,161.0,75.0,3600.34,7589.85,2.57
907406.0,Category Promotion,All,Social Media,6043.0,814.0,75.0,4668.71,4446.99,1.97
313154.0,App Push Notification,New Users,Social Media,6666.0,106.0,85.0,4173.34,3090.57,1.84
719685.0,Email Campaign,All,SMS,1248.0,502.0,17.0,2981.17,5981.93,3.99
584304.0,Referral Program,New Users,Email,7619.0,727.0,53.0,3264.04,7285.68,3.51
14008.0,New User Discount,Premium,Social Media,7827.0,694.0,82.0,4438.83,7975.61,3.6
348891.0,Weekend Special,New Users,Social Media,9723.0,160.0,100.0,3776.75,5915.34,2.59
153487.0,Festival Offer,All,Social Media,2923.0,886.0,19.0,4736.19,7987.64,2.61
40613.0,Flash Sale,All,App,2551.0,550.0,64.0,4034.21,6741.3,2.4
98141.0,Membership Drive,Inactive,Email,3858.0,293.0,65.0,2823.22,3763.71,2.45
640280.0,Category Promotion,New Users,Social Media,4483.0,987.0,78.0,4604.45,8741.95,2.39
672292.0,App Push Notification,Premium,SMS,4928.0,397.0,18.0,4151.88,6046.24,1.59
570197.0,Email Campaign,Premium,App,1141.0,741.0,30.0,4295.89,6285.19,2.35
646308.0,Referral Program,Inactive,SMS,6498.0,716.0,87.0,4191.4,3265.99,2.08
504773.0,New User Discount,Premium,Social Media,1828.0,360.0,66.0,1481.29,9900.22,2.46
581434.0,Weekend Special,All,Social Media,4318.0,859.0,77.0,2539.79,3356.92,3.04
208884.0,Festival Offer,Premium,SMS,8503.0,257.0,85.0,2417.7,7564.77,3.65
44861.0,Flash Sale,All,SMS,1281.0,519.0,64.0,3766.62,6098.23,3.95
267822.0,Membership Drive,New Users,Social Media,2427.0,594.0,67.0,4812.47,9136.15,3.65
880055.0,Category Promotion,Premium,App,3864.0,422.0,77.0,4521.91,9190.04,2.27
117014.0,App Push Notification,Inactive,SMS,7568.0,537.0,80.0,4097.25,6494.2,2.81
560243.0,Email Campaign,All,Social Media,3191.0,920.0,54.0,4674.18,7121.35,2.37
270705.0,Referral Program,Premium,Social Media,3092.0,718.0,72.0,3281.4,7717.16,1.85
991219.0,New User Discount,Inactive,App,4131.0,725.0,70.0,1980.81,5404.34,2.18
360358.0,Weekend Special,Inactive,Social Media,4112.0,540.0,56.0,1487.4,6296.6,2.01
921285.0,Festival Offer,Premium,SMS,3891.0,190.0,12.0,1427.62,2167.81,2.22
247209.0,Flash Sale,Premium,App,3815.0,351.0,46.0,2246.88,5378.34,3.83
700286.0,Membership Drive,Inactive,Social Media,8314.0,462.0,31.0,4745.57,8331.49,2.53
681783.0,Category Promotion,All,App,6641.0,997.0,13.0,4227.26,4278.97,3.82
99247.0,App Push Notification,New Users,App,4091.0,270.0,72.0,1486.72,7910.02,2.01
506051.0,Email Campaign,All,App,5857.0,564.0,84.0,3662.32,5293.72,2.91
984675.0,Referral Program,Premium,Email,6260.0,630.0,28.0,2575.54,9232.77,2.43
920182.0,New User Discount,Premium,App,8521.0,263.0,97.0,4575.74,8327.76,1.53
410349.0,Weekend Special,New Users,SMS,4497.0,774.0,78.0,3269.78,7706.28,3.38
480767.0,Festival Offer,Premium,SMS,8249.0,570.0,76.0,2213.81,5793.07,2.44
704550.0,Flash Sale,Inactive,SMS,7088.0,438.0,58.0,2353.7,2416.62,3.01
678289.0,Membership Drive,Premium,App,4046.0,211.0,27.0,1630.04,9065.16,1.93
227876.0,Category Promotion,Premium,Social Media,9786.0,216.0,86.0,2972.28,2731.11,2.4
981243.0,App Push Notification,Premium,Email,2812.0,433.0,31.0,4413.07,8772.01,2.52
703756.0,Email Campaign,Inactive,SMS,5291.0,476.0,10.0,4082.16,4658.52,3.54
196871.0,Referral Program,New Users,Email,5613.0,857.0,56.0,1034.9,8995.1,3.66
645197.0,New User Discount,All,Email,8029.0,981.0,47.0,4087.75,4305.53,3.19
757353.0,Weekend Special,All,Social Media,7518.0,977.0,99.0,2771.88,4162.21,2.35
61497.0,Festival Offer,All,SMS,4984.0,871.0,38.0,2497.43,8615.47,3.1
79554.0,Flash Sale,Premium,App,4202.0,102.0,17.0,2513.73,6299.72,2.53
868464.0,Membership Drive,New Users,Email,6939.0,424.0,55.0,3927.86,9281.61,2.76
476429.0,Category Promotion,Premium,SMS,2581.0,723.0,33.0,3518.26,8412.23,2.72
878025.0,App Push Notification,All,Email,1081.0,889.0,55.0,1227.18,6710.8,2.55
350110.0,Email Campaign,Inactive,SMS,7933.0,711.0,24.0,3857.05,3523.62,2.12
660754.0,Referral Program,Premium,Email,5780.0,741.0,85.0,2377.05,4349.01,2.79
719962.0,New User Discount,Inactive,App,2358.0,397.0,41.0,1189.46,7674.93,2.91
880415.0,Weekend Special,Inactive,App,9977.0,636.0,41.0,3025.67,7559.58,2.85
820323.0,Festival Offer,All,SMS,2274.0,820.0,23.0,1102.91,7440.51,2.8
178021.0,Flash Sale,Inactive,Email,4171.0,561.0,65.0,4676.32,2214.84,3.12
983547.0,Membership Drive,All,SMS,7939.0,264.0,14.0,1753.8,2660.08,3.48
971866.0,Category Promotion,New Users,SMS,8760.0,191.0,78.0,4339.28,5537.59,2.24
452929.0,App Push Notification,All,Email,3100.0,710.0,37.0,4313.18,7681.84,2.9
772590.0,Email Campaign,All,App,7054.0,838.0,11.0,2847.69,4782.03,3.87
175213.0,Referral Program,New Users,Email,6788.0,454.0,19.0,4454.21,8202.7,3.54
121986.0,New User Discount,New Users,App,5915.0,556.0,60.0,4173.92,6644.74,1.94
591904.0,Weekend Special,New Users,Social Media,5590.0,976.0,70.0,1106.09,3476.56,2.83
75541.0,Festival Offer,Inactive,Social Media,3427.0,380.0,34.0,1833.76,9020.25,1.91
185728.0,Flash Sale,Inactive,SMS,2108.0,412.0,45.0,4877.23,2501.9,3.27
801086.0,Membership Drive,All,Social Media,1475.0,859.0,84.0,2772.31,2590.49,3.23
608227.0,Category Promotion,New Users,App,6540.0,801.0,95.0,1269.01,6385.74,3.17
615865.0,App Push Notification,All,Social Media,6166.0,558.0,88.0,3932.73,7898.49,3.1
723498.0,Email Campaign,Inactive,App,6801.0,104.0,32.0,2500.47,8843.86,2.5
702150.0,Referral Program,New Users,SMS,9703.0,566.0,61.0,4213.46,3232.52,1.63
454301.0,New User Discount,New Users,Email,5611.0,206.0,73.0,4129.01,7558.84,2.59
609827.0,Weekend Special,Premium,App,2256.0,396.0,85.0,4797.55,4184.93,2.45
183687.0,Festival Offer,New Users,Email,6759.0,534.0,22.0,2307.54,8842.15,3.35
410483.0,Flash Sale,New Users,SMS,4886.0,469.0,46.0,2746.41,5753.43,2.6
32579.0,Membership Drive,Premium,Email,3616.0,848.0,27.0,1841.76,3599.71,2.61
592974.0,Category Promotion,New Users,App,4701.0,260.0,75.0,4980.88,3506.19,1.92
419190.0,App Push Notification,New Users,App,9171.0,307.0,32.0,3036.79,8952.45,1.8
366900.0,Email Campaign,Premium,App,2462.0,122.0,88.0,2835.74,9933.1,2.44
831297.0,Referral Program,New Users,Email,2449.0,354.0,33.0,1225.24,7402.01,1.75
629614.0,New User Discount,Premium,Social Media,5380.0,763.0,43.0,3899.44,8589.47,2.19
589617.0,Weekend Special,All,SMS,8710.0,694.0,90.0,3191.69,2457.71,2.32
845251.0,Festival Offer,Premium,SMS,3296.0,228.0,18.0,2676.04,4240.85,1.86
214319.0,Flash Sale,Inactive,App,5160.0,547.0,55.0,4418.48,9870.04,1.6
980989.0,Membership Drive,New Users,App,9200.0,521.0,19.0,3255.93,3768.57,2.68
