order_id,customer_id,product_id,quantity,unit_price,order_date,promised_delivery_time,actual_delivery_time,order_total,payment_method,store_id
3286177534.0,10225164.0,891833.0,1.0,493.19,2023-06-24 23:52:15,2023-06-25 00:09:15,2023-06-25 00:07:15,3612.26,Wallet,6046.0
9073572548.0,97111069.0,60619.0,1.0,726.41,2023-05-02 23:13:42,2023-05-02 23:25:42,2023-05-02 23:47:42,1091.89,Card,6542.0
8395583761.0,1989720.0,561860.0,3.0,874.78,2024-08-04 23:35:44,2024-08-04 23:53:44,2024-08-04 23:48:44,410.62,UPI,5448.0
6355378227.0,67092149.0,993331.0,1.0,102.44,2023-08-11 16:52:36,2023-08-11 17:06:36,2023-08-11 17:05:36,5019.02,UPI,810.0
277376321.0,89784343.0,94225.0,3.0,77.11,2024-07-28 04:25:12,2024-07-28 04:45:12,2024-07-28 04:44:12,3694.48,Wallet,3357.0
8559748526.0,45868300.0,552496.0,1.0,508.0,2023-04-05 18:07:19,2023-04-05 18:27:19,2023-04-05 18:28:19,1152.09,Wallet,2270.0
1458051433.0,50760752.0,57405.0,3.0,607.67,2024-04-26 09:14:56,2024-04-26 09:30:56,2024-04-26 09:26:56,1055.18,UPI,7426.0
5838302640.0,96795047.0,240179.0,3.0,90.56,2023-05-12 05:46:25,2023-05-12 06:02:25,2023-05-12 06:09:25,3377.44,UPI,4242.0
1380971977.0,16561710.0,602241.0,3.0,976.55,2024-06-02 13:04:55,2024-06-02 13:21:55,2024-06-02 13:16:55,3117.74,Cash,6655.0
1221099013.0,35156679.0,131937.0,1.0,287.81,2023-07-23 10:45:59,2023-07-23 11:01:59,2023-07-23 11:03:59,4335.11,Wallet,8589.0
6771166303.0,87718744.0,677542.0,3.0,212.61,2023-07-24 04:21:07,2023-07-24 04:36:07,2023-07-24 04:48:07,816.38,Wallet,2820.0
7111337755.0,10524732.0,888807.0,3.0,230.58,2023-05-06 05:52:44,2023-05-06 06:07:44,2023-05-06 06:04:44,1550.71,Cash,4083.0
5562922993.0,62416456.0,540618.0,1.0,317.05,2023-12-06 02:04:19,2023-12-06 02:14:19,2023-12-06 02:17:19,2292.64,Wallet,418.0
5630957897.0,69925688.0,876139.0,2.0,415.75,2024-06-18 07:17:42,2024-06-18 07:32:42,2024-06-18 07:36:42,827.44,Wallet,468.0
1787380558.0,5140660.0,444361.0,3.0,822.63,2023-11-08 17:24:58,2023-11-08 17:43:58,2023-11-08 17:45:58,2066.77,Cash,862.0
32613017.0,82594354.0,451812.0,1.0,530.85,2023-03-17 00:20:41,2023-03-17 00:36:41,2023-03-17 00:36:41,2354.28,Card,3364.0
2039041670.0,88324928.0,287070.0,1.0,443.17,2024-11-01 09:45:47,2024-11-01 10:05:47,2024-11-01 10:20:47,96.33,Wallet,1003.0
210693801.0,71235336.0,432617.0,3.0,863.18,2024-08-21 03:59:25,2024-08-21 04:10:25,2024-08-21 04:12:25,3561.22,UPI,4184.0
8120002258.0,57833505.0,131937.0,1.0,287.81,2024-01-01 00:05:08,2024-01-01 00:15:08,2024-01-01 00:11:08,1213.05,Card,6830.0
2177917034.0,12402437.0,144124.0,2.0,162.67,2024-02-08 20:03:51,2024-02-08 20:16:51,2024-02-08 20:25:51,3134.8,Card,4829.0
4254814926.0,59890331.0,324809.0,1.0,608.0,2024-04-21 06:14:58,2024-04-21 06:34:58,2024-04-21 06:33:58,3818.33,Wallet,7830.0
6074172790.0,14944819.0,888807.0,2.0,230.58,2023-07-26 02:15:37,2023-07-26 02:26:37,2023-07-26 02:30:37,2008.84,Wallet,4057.0
3381573131.0,67386193.0,684939.0,1.0,727.95,2024-07-16 00:33:21,2024-07-16 00:47:21,2024-07-16 00:42:21,114.52,Cash,7456.0
3773745777.0,67701771.0,734789.0,1.0,395.82,2024-05-02 14:40:25,2024-05-02 14:58:25,2024-05-02 14:58:25,1488.19,Card,8100.0
9251939156.0,89910157.0,876139.0,3.0,415.75,2023-12-30 12:39:53,2023-12-30 12:51:53,2023-12-30 12:58:53,891.6,Cash,7206.0
3872982303.0,15484407.0,56589.0,2.0,517.77,2024-02-03 01:04:33,2024-02-03 01:24:33,2024-02-03 01:25:33,1779.45,Wallet,7886.0
2625987757.0,10769994.0,890232.0,1.0,432.0,2023-08-01 07:42:43,2023-08-01 07:54:43,2023-08-01 07:56:43,169.88,UPI,4569.0
3162249401.0,85519349.0,432617.0,1.0,863.18,2024-05-03 13:21:58,2024-05-03 13:31:58,2024-05-03 13:31:58,4406.98,Cash,2221.0
3108986741.0,49241309.0,687218.0,3.0,317.82,2023-10-17 19:29:19,2023-10-17 19:43:19,2023-10-17 19:44:19,2401.92,Wallet,6530.0
1851474741.0,23348269.0,970529.0,3.0,827.44,2023-11-01 13:29:17,2023-11-01 13:42:17,2023-11-01 13:51:17,3742.79,Card,8735.0
2425099132.0,85016568.0,604184.0,2.0,397.55,2023-08-15 01:15:08,2023-08-15 01:30:08,2023-08-15 01:34:08,2498.22,Wallet,4794.0
6706793332.0,6247821.0,615545.0,2.0,448.16,2024-10-09 21:50:33,2024-10-09 22:04:33,2024-10-09 22:16:33,949.75,UPI,8271.0
2149289255.0,57579640.0,567671.0,3.0,418.48,2024-11-01 15:00:29,2024-11-01 15:20:29,2024-11-01 15:39:29,2687.31,Cash,7315.0
1971008155.0,2457734.0,222892.0,1.0,869.22,2023-10-23 22:23:41,2023-10-23 22:43:41,2023-10-23 22:39:41,1866.01,Cash,5472.0
2087093460.0,59329145.0,34186.0,2.0,925.65,2024-07-11 11:31:57,2024-07-11 11:42:57,2024-07-11 11:41:57,4198.33,Card,2176.0
2116712588.0,24043135.0,891833.0,1.0,493.19,2023-11-11 20:33:38,2023-11-11 20:48:38,2023-11-11 20:51:38,44.35,Wallet,6552.0
6054358790.0,59216664.0,532965.0,1.0,307.23,2024-01-26 10:11:06,2024-01-26 10:31:06,2024-01-26 10:26:06,3217.7,Wallet,1880.0
532660797.0,41008070.0,962054.0,2.0,16.86,2024-05-20 06:25:18,2024-05-20 06:37:18,2024-05-20 06:51:18,2683.73,UPI,2245.0
1491991005.0,52215833.0,33955.0,1.0,186.08,2024-03-04 08:49:03,2024-03-04 09:01:03,2024-03-04 09:01:03,3472.55,Wallet,3036.0
4136019599.0,74179536.0,644847.0,3.0,622.81,2024-03-23 18:38:14,2024-03-23 18:52:14,2024-03-23 18:55:14,1131.05,Wallet,6564.0
2122832513.0,55028958.0,954722.0,1.0,616.45,2024-02-17 19:48:14,2024-02-17 19:58:14,2024-02-17 20:18:14,2037.94,UPI,5245.0
3717703595.0,88965399.0,500633.0,3.0,154.5,2023-04-24 21:33:02,2023-04-24 21:52:02,2023-04-24 21:51:02,1756.7,Card,7309.0
3194733693.0,21866852.0,240179.0,2.0,90.56,2023-07-05 10:13:13,2023-07-05 10:30:13,2023-07-05 10:37:13,2552.88,UPI,9112.0
4471162437.0,27971619.0,820973.0,1.0,114.52,2024-02-06 12:38:50,2024-02-06 12:52:50,2024-02-06 12:52:50,3355.65,Card,9226.0
1609331948.0,8791577.0,490602.0,3.0,549.47,2024-01-04 14:06:21,2024-01-04 14:19:21,2024-01-04 14:19:21,3648.36,UPI,2696.0
6920030794.0,70372270.0,256783.0,2.0,906.54,2024-06-24 02:37:36,2024-06-24 02:51:36,2024-06-24 02:49:36,2936.64,UPI,1394.0
5127172657.0,32293017.0,913428.0,2.0,392.22,2024-06-11 18:11:31,2024-06-11 18:30:31,2024-06-11 18:50:31,2185.5,Cash,288.0
8607115856.0,15931134.0,324809.0,1.0,608.0,2023-10-09 04:42:34,2023-10-09 04:52:34,2023-10-09 04:49:34,739.34,UPI,3015.0
7154957395.0,60700850.0,516376.0,1.0,877.43,2023-04-09 10:10:33,2023-04-09 10:21:33,2023-04-09 10:21:33,2696.84,Wallet,1915.0
2070762702.0,34761418.0,566052.0,3.0,87.3,2023-10-04 10:20:55,2023-10-04 10:37:55,2023-10-04 10:52:55,2457.2,Cash,5593.0
3697242439.0,99361865.0,897083.0,2.0,972.69,2024-10-15 12:30:13,2024-10-15 12:47:13,2024-10-15 12:46:13,2179.49,Cash,4528.0
3063427913.0,75984768.0,799952.0,2.0,922.64,2023-09-21 02:17:46,2023-09-21 02:34:46,2023-09-21 02:37:46,4419.03,Card,1492.0
2060061337.0,29272253.0,690565.0,1.0,951.27,2023-04-15 22:56:08,2023-04-15 23:10:08,2023-04-15 23:22:08,3041.62,Wallet,4851.0
4625892678.0,80371626.0,317242.0,1.0,198.15,2023-06-18 19:23:45,2023-06-18 19:35:45,2023-06-18 19:39:45,3166.49,Wallet,2018.0
6045698170.0,666589.0,965755.0,3.0,532.57,2024-01-24 17:03:49,2024-01-24 17:14:49,2024-01-24 17:19:49,222.15,UPI,3220.0
7876289647.0,98858383.0,863930.0,1.0,242.57,2024-08-07 07:55:29,2024-08-07 08:06:29,2024-08-07 08:18:29,3218.62,UPI,9606.0
3434084714.0,46836361.0,264803.0,2.0,995.98,2024-02-02 02:54:20,2024-02-02 03:06:20,2024-02-02 03:04:20,1179.41,Cash,5513.0
9031695663.0,94730288.0,697683.0,1.0,123.74,2024-01-17 01:23:06,2024-01-17 01:35:06,2024-01-17 01:41:06,2316.01,Card,5551.0
1955989715.0,77862447.0,679284.0,1.0,877.89,2023-12-27 06:52:23,2023-12-27 07:06:23,2023-12-27 07:08:23,1931.35,Wallet,6276.0
3459500455.0,16379942.0,992178.0,1.0,632.43,2023-12-18 00:37:55,2023-12-18 00:52:55,2023-12-18 00:54:55,2581.78,UPI,6348.0
5953376503.0,79169760.0,300159.0,1.0,44.35,2024-05-25 03:53:54,2024-05-25 04:08:54,2024-05-25 04:24:54,650.2,Wallet,3686.0
121874867.0,94529626.0,952124.0,3.0,127.08,2023-03-28 00:53:55,2023-03-28 01:10:55,2023-03-28 01:05:55,2596.92,UPI,7775.0
2460545397.0,42872865.0,925482.0,1.0,475.04,2024-10-27 11:26:03,2024-10-27 11:38:03,2024-10-27 11:49:03,474.34,Wallet,7031.0
9690050839.0,55803572.0,500633.0,2.0,154.5,2024-01-13 02:34:24,2024-01-13 02:44:24,2024-01-13 02:49:24,2551.93,Wallet,3949.0
2574349065.0,51547198.0,123983.0,3.0,785.67,2024-04-17 14:33:32,2024-04-17 14:43:32,2024-04-17 14:44:32,4476.55,Wallet,7690.0
2461936988.0,14428954.0,272170.0,2.0,140.8,2023-07-20 23:11:57,2023-07-20 23:29:57,2023-07-20 23:48:57,4196.95,Cash,9647.0
6447596416.0,76987910.0,70969.0,1.0,631.7,2023-10-08 18:18:29,2023-10-08 18:30:29,2023-10-08 18:26:29,4965.12,Card,494.0
7228452275.0,42262168.0,757274.0,2.0,98.32,2023-05-13 01:06:33,2023-05-13 01:25:33,2023-05-13 01:25:33,326.42,Card,9542.0
6696750742.0,5277675.0,14145.0,2.0,630.84,2023-04-02 17:43:16,2023-04-02 17:54:16,2023-04-02 17:54:16,2509.56,Wallet,8222.0
822235931.0,44410149.0,611575.0,3.0,482.06,2023-08-09 07:17:16,2023-08-09 07:27:16,2023-08-09 07:42:16,4866.15,Wallet,639.0
7678251499.0,17805991.0,704868.0,1.0,193.46,2023-04-23 13:27:40,2023-04-23 13:37:40,2023-04-23 13:42:40,3141.37,Cash,3427.0
2497341976.0,9097480.0,451933.0,1.0,568.94,2023-09-21 09:06:49,2023-09-21 09:19:49,2023-09-21 09:20:49,3414.57,Wallet,788.0
9107314128.0,79591237.0,820541.0,3.0,576.22,2024-05-20 16:19:17,2024-05-20 16:37:17,2024-05-20 16:36:17,545.49,Wallet,6660.0
9855726256.0,8651281.0,349294.0,2.0,934.75,2023-05-17 07:50:53,2023-05-17 08:05:53,2023-05-17 08:03:53,479.57,Card,1416.0
9398719862.0,14991661.0,615545.0,2.0,448.16,2024-07-19 09:22:31,2024-07-19 09:40:31,2024-07-19 09:44:31,4255.0,Card,9455.0
379494532.0,9650263.0,654297.0,3.0,13.25,2024-07-07 13:29:33,2024-07-07 13:42:33,2024-07-07 13:44:33,3609.27,UPI,2058.0
1048784963.0,58942207.0,451933.0,2.0,568.94,2023-09-07 13:18:38,2023-09-07 13:35:38,2023-09-07 13:30:38,1159.84,Card,2538.0
4386246924.0,69632084.0,613942.0,2.0,545.0,2024-08-27 10:06:15,2024-08-27 10:26:15,2024-08-27 10:52:15,2026.78,Card,9593.0
2050362692.0,79991320.0,366066.0,1.0,918.58,2024-10-30 11:23:04,2024-10-30 11:36:04,2024-10-30 11:39:04,2363.42,Cash,2265.0
4142963293.0,34567918.0,287070.0,1.0,443.17,2024-11-03 03:45:46,2024-11-03 04:04:46,2024-11-03 04:07:46,3686.26,Cash,9263.0
9753528654.0,61522288.0,137909.0,1.0,864.3,2024-07-26 07:24:16,2024-07-26 07:35:16,2024-07-26 07:33:16,109.03,Cash,8771.0
8126970833.0,14161586.0,700048.0,3.0,141.28,2024-09-14 20:27:40,2024-09-14 20:41:40,2024-09-14 21:07:40,4398.35,Wallet,8350.0
9747814712.0,16359370.0,256783.0,2.0,906.54,2023-12-16 15:38:05,2023-12-16 15:52:05,2023-12-16 15:55:05,2333.7,Wallet,8165.0
6281619403.0,77921718.0,131136.0,2.0,37.8,2023-04-09 18:56:42,2023-04-09 19:15:42,2023-04-09 19:10:42,3374.44,UPI,5214.0
436184281.0,78614729.0,15314.0,3.0,578.85,2023-11-20 12:36:18,2023-11-20 12:55:18,2023-11-20 13:22:18,3147.92,Card,2749.0
9799231260.0,22077605.0,39154.0,3.0,946.86,2024-03-07 08:59:56,2024-03-07 09:17:56,2024-03-07 09:21:56,872.83,Wallet,7812.0
4071811527.0,66023110.0,661577.0,1.0,720.95,2023-07-26 15:38:48,2023-07-26 15:51:48,2023-07-26 16:00:48,1872.01,Card,100.0
5645359563.0,87160527.0,723678.0,3.0,675.46,2024-08-08 23:28:23,2024-08-08 23:45:23,2024-08-08 23:40:23,2624.29,Card,8474.0
9411813703.0,62600289.0,557908.0,3.0,942.37,2023-09-25 22:56:09,2023-09-25 23:11:09,2023-09-25 23:16:09,4433.0,Wallet,5238.0
4270217473.0,54580166.0,336847.0,2.0,936.98,2024-02-01 08:48:55,2024-02-01 09:02:55,2024-02-01 09:02:55,505.5,Cash,9867.0
279851011.0,12967305.0,34186.0,3.0,925.65,2023-04-11 09:45:14,2023-04-11 09:58:14,2023-04-11 09:57:14,3495.33,Card,6199.0
6260524887.0,57081917.0,94225.0,2.0,77.11,2024-06-01 06:43:44,2024-06-01 07:00:44,2024-06-01 06:56:44,2457.11,Card,3322.0
5853998391.0,94453274.0,257719.0,2.0,281.73,2023-09-08 02:48:14,2023-09-08 02:58:14,2023-09-08 02:55:14,949.22,Wallet,364.0
9931976872.0,8955057.0,118820.0,3.0,12.32,2024-06-24 05:17:20,2024-06-24 05:32:20,2024-06-24 05:28:20,2487.83,Wallet,9676.0
8432209832.0,90346920.0,336847.0,1.0,936.98,2024-03-20 03:24:23,2024-03-20 03:42:23,2024-03-20 03:54:23,3835.31,Wallet,9981.0
6023721507.0,8791577.0,327290.0,1.0,862.28,2024-04-07 00:19:29,2024-04-07 00:36:29,2024-04-07 00:35:29,1849.03,UPI,158.0
3042338919.0,76212152.0,679284.0,3.0,877.89,2023-05-17 14:52:39,2023-05-17 15:05:39,2023-05-17 15:02:39,2765.06,Wallet,6827.0
233646065.0,16379942.0,803607.0,1.0,949.73,2023-09-19 22:28:29,2023-09-19 22:43:29,2023-09-19 22:48:29,578.85,Wallet,2400.0
9870610018.0,94033330.0,615545.0,2.0,448.16,2024-02-08 05:23:21,2024-02-08 05:36:21,2024-02-08 05:35:21,478.79,Card,2918.0
1398230967.0,46876240.0,951463.0,3.0,787.4,2024-04-22 09:58:26,2024-04-22 10:13:26,2024-04-22 10:09:26,1186.66,Card,7040.0
8615488922.0,92209869.0,566052.0,3.0,87.3,2023-11-04 00:06:14,2023-11-04 00:21:14,2023-11-04 00:42:14,3803.34,Card,9406.0
2748841057.0,33544355.0,552496.0,2.0,508.0,2023-12-30 05:03:21,2023-12-30 05:19:21,2023-12-30 05:43:21,1587.18,Card,1719.0
1375867721.0,4862761.0,500633.0,3.0,154.5,2024-07-15 16:57:54,2024-07-15 17:08:54,2024-07-15 17:05:54,2244.24,Cash,548.0
8595141097.0,96511007.0,274207.0,1.0,328.51,2024-03-31 10:24:16,2024-03-31 10:36:16,2024-03-31 10:39:16,3385.77,UPI,9568.0
4673382071.0,21784094.0,256783.0,1.0,906.54,2024-01-16 13:25:12,2024-01-16 13:40:12,2024-01-16 13:49:12,1479.69,UPI,9551.0
2948696008.0,51872499.0,131937.0,2.0,287.81,2024-04-10 10:05:48,2024-04-10 10:22:48,2024-04-10 10:19:48,3103.41,Cash,843.0
6839692624.0,64497538.0,67197.0,2.0,552.2,2023-11-19 01:53:50,2023-11-19 02:10:50,2023-11-19 02:35:50,4464.84,Cash,1835.0
5770951298.0,75510747.0,329351.0,3.0,310.87,2023-10-02 18:09:57,2023-10-02 18:23:57,2023-10-02 18:21:57,957.11,UPI,8044.0
5084771819.0,6344345.0,154179.0,2.0,582.87,2024-08-29 21:54:24,2024-08-29 22:05:24,2024-08-29 22:18:24,1207.68,Cash,5500.0
422403644.0,56548063.0,317242.0,1.0,198.15,2023-05-27 23:26:14,2023-05-27 23:46:14,2023-05-27 23:54:14,2331.5,UPI,4684.0
7176758896.0,18394558.0,492958.0,2.0,84.2,2023-07-13 12:50:53,2023-07-13 13:00:53,2023-07-13 13:01:53,2640.24,Cash,2866.0
8252905093.0,42589311.0,647462.0,3.0,326.42,2024-04-21 23:13:31,2024-04-21 23:29:31,2024-04-21 23:30:31,2315.77,Card,7934.0
1488561572.0,75928073.0,585299.0,1.0,799.46,2024-08-27 08:18:40,2024-08-27 08:32:40,2024-08-27 08:31:40,4053.52,Cash,3970.0
6212984517.0,72702075.0,853932.0,1.0,941.19,2024-03-16 21:47:29,2024-03-16 22:05:29,2024-03-16 22:03:29,1388.01,UPI,6591.0
6309784337.0,26250082.0,120532.0,1.0,697.53,2024-05-06 17:37:10,2024-05-06 17:53:10,2024-05-06 17:53:10,1905.92,Card,396.0
4613890018.0,53538932.0,490602.0,1.0,549.47,2023-10-24 12:43:17,2023-10-24 13:00:17,2023-10-24 13:00:17,1545.79,Wallet,8307.0
3429728472.0,64017365.0,851978.0,1.0,715.72,2023-03-31 08:31:30,2023-03-31 08:48:30,2023-03-31 08:57:30,4138.27,Cash,2104.0
267738904.0,63368244.0,606256.0,2.0,369.28,2023-10-24 23:10:36,2023-10-24 23:24:36,2023-10-24 23:38:36,3596.07,Card,8030.0
3850416839.0,57081917.0,697683.0,3.0,123.74,2024-07-01 02:05:28,2024-07-01 02:23:28,2024-07-01 02:36:28,5490.94,UPI,8131.0
3412702479.0,86479284.0,444361.0,3.0,822.63,2023-12-24 07:32:20,2023-12-24 07:46:20,2023-12-24 07:51:20,2344.83,Cash,2577.0
2016183232.0,44928499.0,14145.0,3.0,630.84,2023-07-19 04:15:07,2023-07-19 04:35:07,2023-07-19 04:46:07,1934.43,Card,5767.0
3810280204.0,84361534.0,880510.0,3.0,951.43,2023-10-26 17:52:28,2023-10-26 18:06:28,2023-10-26 18:10:28,2956.37,Wallet,480.0
2416767295.0,767523.0,284460.0,1.0,505.95,2024-07-05 03:36:54,2024-07-05 03:50:54,2024-07-05 03:59:54,2358.76,Card,39.0
2283439407.0,46623192.0,376447.0,1.0,724.84,2023-07-14 02:18:09,2023-07-14 02:28:09,2023-07-14 02:32:09,1216.8,UPI,2848.0
4328802292.0,9738801.0,378676.0,2.0,881.42,2023-06-14 19:43:21,2023-06-14 19:57:21,2023-06-14 20:15:21,1926.12,Cash,1268.0
7072715691.0,74195536.0,863930.0,2.0,242.57,2023-12-25 19:14:20,2023-12-25 19:28:20,2023-12-25 19:29:20,2120.77,Cash,3755.0
5640741373.0,90298394.0,89084.0,2.0,598.83,2024-05-10 06:46:20,2024-05-10 06:57:20,2024-05-10 06:57:20,765.76,Card,3383.0
6931094066.0,17159117.0,461804.0,3.0,310.69,2023-11-15 21:59:17,2023-11-15 22:18:17,2023-11-15 22:14:17,2802.27,Card,7331.0
3417088709.0,62629494.0,366066.0,3.0,918.58,2024-05-30 17:24:44,2024-05-30 17:37:44,2024-05-30 17:58:44,912.29,UPI,2101.0
4424404315.0,9274874.0,313754.0,2.0,136.6,2023-07-16 07:24:04,2023-07-16 07:36:04,2023-07-16 07:40:04,494.48,Wallet,1950.0
2444087306.0,56250563.0,366066.0,1.0,918.58,2023-07-28 08:25:29,2023-07-28 08:35:29,2023-07-28 08:37:29,2440.73,Wallet,5429.0
486085268.0,51040116.0,354409.0,3.0,325.08,2023-12-11 19:39:16,2023-12-11 19:51:16,2023-12-11 19:56:16,4749.99,UPI,4690.0
1731312620.0,49795571.0,589812.0,1.0,163.03,2023-05-08 20:32:00,2023-05-08 20:42:00,2023-05-08 20:41:00,843.21,Wallet,1309.0
6475582506.0,82529927.0,140489.0,2.0,650.2,2023-09-23 04:50:27,2023-09-23 05:01:27,2023-09-23 05:05:27,3895.25,Wallet,2425.0
1868581378.0,93198324.0,552883.0,3.0,888.16,2024-03-29 18:27:14,2024-03-29 18:43:14,2024-03-29 18:47:14,2065.81,Card,6383.0
8884235937.0,20298398.0,859361.0,2.0,432.39,2024-08-09 11:51:55,2024-08-09 12:01:55,2024-08-09 12:09:55,1655.6,UPI,8826.0
4590662628.0,87200291.0,131937.0,2.0,287.81,2024-01-10 11:48:31,2024-01-10 12:02:31,2024-01-10 12:17:31,3148.95,Cash,5462.0
992302540.0,32203588.0,993331.0,2.0,102.44,2023-11-26 21:32:11,2023-11-26 21:51:11,2023-11-26 21:54:11,198.72,Wallet,956.0
7169974633.0,59110513.0,153019.0,2.0,947.95,2024-10-16 16:03:22,2024-10-16 16:22:22,2024-10-16 16:21:22,2475.21,UPI,4905.0
6703651257.0,93198324.0,954722.0,1.0,616.45,2024-01-17 01:26:31,2024-01-17 01:43:31,2024-01-17 01:46:31,727.87,Card,5882.0
7180810221.0,20940403.0,659290.0,3.0,319.34,2023-09-10 16:44:46,2023-09-10 16:58:46,2023-09-10 17:07:46,657.8,Cash,754.0
7875587578.0,60967677.0,832348.0,1.0,831.43,2024-07-15 08:47:10,2024-07-15 08:59:10,2024-07-15 09:09:10,3351.74,Card,6554.0
2578671497.0,76218218.0,118820.0,2.0,12.32,2024-01-25 00:04:47,2024-01-25 00:16:47,2024-01-25 00:21:47,3603.94,Card,4306.0
6284350691.0,57207678.0,112390.0,2.0,877.98,2024-06-20 01:00:52,2024-06-20 01:13:52,2024-06-20 01:13:52,726.41,Wallet,9366.0
5383261788.0,34588087.0,557908.0,2.0,942.37,2023-10-18 21:18:10,2023-10-18 21:34:10,2023-10-18 21:30:10,3375.86,Wallet,856.0
6590867973.0,56441247.0,712307.0,2.0,264.89,2023-11-20 08:37:18,2023-11-20 08:55:18,2023-11-20 08:54:18,1848.22,UPI,5770.0
